Sistema,Ambiente,Modulo,Pod,Uso_Memoria,Hora,Minuto,Hash
irpfonline,irpfonline-p,acesso-gov,acesso-gov-744796c5ff-dkgpc,68526080,5,30,3b9c47fa1000cea1d1809fe12cae8b17
barramentoirpf,barramentoirpf-p,acesso-gov,acesso-gov-646b9dd5b5-nr947,64499712,5,30,4e07d2272bbbbbd5ce32728e1c0489bd
vendas,vendas-d,acessohod,acessohod-bd849c77d-hzwkw,1867776,5,30,fbceac5fdfdf380e81ab760d2479379d
spunet,spunet-desacessos,acessos-core,acessos-core-866d756cf8-s9ps7,1050906624,5,30,d78e57635d9c2cf40d10ed0be753af16
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-jpxrd,1065873408,5,30,5bce731a5d824a483bc97709e0a42d6b
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-6hrhn,1067524096,5,30,2bff9b90e0fec059b42c8eb6aaefeda2
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-vt6kb,1065943040,5,30,46d333295c2bf58475051a0be694790a
spunet,spunet-homacessos,acessos-core,acessos-core-6cc78b8d56-v6j2n,1064185856,5,30,8aaf251a6c3d202fb00b0b8293be925c
spunet,spunet-proacessos,acessos-core,acessos-core-7dc8bc67d9-vthmv,1067544576,5,30,7fcd33485aed4bb4158ec3f034758de3
spunet,spunet-desacessos,acessos-frontend,acessos-frontend-557759b9f9-mprvl,2928640,5,30,515b73367883d70607201ba007a25b03
spunet,spunet-homacessos,acessos-frontend,acessos-frontend-66ddf5fc7d-7b97r,2998272,5,30,a7fc52a8567b6a05616cb4ca5b8b70e1
spunet,spunet-proacessos,acessos-frontend,acessos-frontend-55b6689fd8-gndxs,7000064,5,30,c155bdd43fdbfee68c425e183bc90675
acfisc,acfisc-d,acfisc-artemis,acfisc-artemis-574cb465d-n2zrl,1272737792,5,30,262af9192150ce2d224e2fb6f46ba8c6
acfisc,acfisc-h,acfisc-artemis,acfisc-artemis-f9dbd76c6-4kpfr,1279746048,5,30,b900567034466ce195164d184e2d4d68
acfisc,acfisc-p,acfisc-artemis,acfisc-artemis-759dc44d8b-5wzdw,1312579584,5,30,0f16eb72c0f31ccc50dc6f21d67f0697
acfisc,acfisc-p,acfisc-blackbox,acfisc-blackbox-f5849df88-8m2ks,43913216,5,30,3c777a18c3871669396bc081f1fa47b2
acfisc,acfisc-h,acfisc-blackbox,acfisc-blackbox-6454dcc7d8-j5bl9,52838400,5,30,75649e104ceeb5a2f085059339e3385a
acfisc,acfisc-d,acfisc-blackbox,acfisc-blackbox-576ccf74d8-982n5,40734720,5,30,e7b50f9d36668a14e929c243c50164c3
acfisc,acfisc-p,acfisc-cif,acfisc-cif-b474f9b6c-lltpr,289710080,5,30,969b0e9b60ee5e1666c722191c6f46ad
acfisc,acfisc-d,acfisc-cif,acfisc-cif-588d5db674-l7sqk,321998848,5,30,7e9570e1005964c8ff0e1f8304bb8a9d
acfisc,acfisc-h,acfisc-cif,acfisc-cif-74599cf4f6-w5j8x,308604928,5,30,643c1316230faa0a2aee93a4648df2d0
acfisc,acfisc-d,acfisc-gerador-anexo,acfisc-gerador-anexo-67777b6586-wcbhx,535310336,5,30,19c646404160ad6609af2f878935ffcb
acfisc,acfisc-p,acfisc-gerador-anexo,acfisc-gerador-anexo-8655dc4c84-2fl4r,650321920,5,30,94fc8fb2825d3b4213de4b60a699dc6d
acfisc,acfisc-h,acfisc-gerador-anexo,acfisc-gerador-anexo-67b4b6dbf6-xxnwx,518070272,5,30,c0b7abd6522c7eee484e0acd480f4eec
acfisc,acfisc-p,acfisc-gerador-anexo,acfisc-gerador-anexo-8655dc4c84-xt28n,646918144,5,30,8a5f98b15670367191a4b4a355454723
acfisc,acfisc-mon,acfisc-grafana,acfisc-grafana-7cb48d7844-knmxl,164372480,5,30,b957ab55aad4b75f3e124b151a1b54e5
acfisc,acfisc-p,acfisc-mail,acfisc-mail-644f8dcf76-th82k,726097920,5,30,a28e25b0f98347d06882e8d04d2b56d2
acfisc,acfisc-p,acfisc-mail,acfisc-mail-644f8dcf76-tj8fs,717000704,5,30,c01536436604b11d6c29d7905cdd56cd
acfisc,acfisc-d,acfisc-mail,acfisc-mail-86bf989fb5-qvqt2,532062208,5,30,b4cd382c982d88f642eed32375734a98
acfisc,acfisc-h,acfisc-mail,acfisc-mail-7d8b998dc-54gmr,532811776,5,30,f126df7072609319944d396b099cbda4
acfisc,acfisc-h,acfisc-malha-fiscal,acfisc-malha-fiscal-6bd97ff876-bbn2p,224681984,5,30,b417db58f9ed9593f6efcb9cf812f45d
acfisc,acfisc-d,acfisc-malha-fiscal,acfisc-malha-fiscal-7b9f7d95f5-sk4m7,269574144,5,30,2b1dc6486e00ecd595b28f5ea9004b51
acfisc,acfisc-p,acfisc-malha-fiscal,acfisc-malha-fiscal-65ff5bddd9-krh2c,244834304,5,30,0619d8047a8d718577204d857ade6cb2
acfisc,acfisc-p,acfisc-pontos,acfisc-pontos-5b85d68d4b-sv7lm,374763520,5,30,2f17be97ef30770d08ea186fabd77fde
acfisc,acfisc-d,acfisc-pontos,acfisc-pontos-6857f89c99-gvs6t,358367232,5,30,43a337f1804750a3324522fe170dfd8d
acfisc,acfisc-h,acfisc-pontos,acfisc-pontos-86f46655c7-bf7qf,410669056,5,30,7653a1154558520e906ea64e94f54605
acfisc,acfisc-p,acfisc-pontos,acfisc-pontos-5b85d68d4b-9kg6m,353431552,5,30,deb647b2151d7d5c1a5e2045a84c87fd
acfisc,acfisc-mon,acfisc-prometheus,acfisc-prometheus-786cdcbc66-9ls2v,470220800,5,30,332c5e4f2084eb36084990884d1851c1
acfisc,acfisc-p,acfisc-relatorios,acfisc-relatorios-6f845cdf94-ggrdh,908001280,5,30,6ffd7c6cdc069968b8725a8e1a16f35e
acfisc,acfisc-p,acfisc-relatorios,acfisc-relatorios-6f845cdf94-nc66d,901251072,5,30,e45fd5635bf6a993c1f0a9a8c58308c2
acfisc,acfisc-d,acfisc-relatorios,acfisc-relatorios-7457855976-xzprj,541126656,5,30,463adf5979cef6fd9c6c17d1403bf812
acfisc,acfisc-h,acfisc-relatorios,acfisc-relatorios-584bc54ccc-tzh25,844836864,5,30,c3dea596131be4826bb6e3cd4788edad
acfisc,acfisc-p,acfisc-servicos,acfisc-servicos-b4f89f54d-x4fl4,789434368,5,30,1ad371d321dbc188afe35bbe9d8c21fb
acfisc,acfisc-p,acfisc-servicos,acfisc-servicos-b4f89f54d-88m4k,791539712,5,30,68790673d6b5660c9320a878ab9177b6
acfisc,acfisc-h,acfisc-servicos,acfisc-servicos-6cdf857c6b-pjb9g,724373504,5,30,ed6d0735d4db958804ba2fbf9214c2bf
acfisc,acfisc-d,acfisc-servicos,acfisc-servicos-8445d8fd87-mzhlp,707543040,5,30,d7491ef7cb25d4802736a2ab5d133ba6
acfisc,acfisc-d,acfisc-servicos-gateway,acfisc-servicos-gateway-6c67db6b5b-wvct7,394649600,5,30,32144cf20dd753057c911f3f56fd9193
acfisc,acfisc-p,acfisc-servicos-gateway,acfisc-servicos-gateway-7dfb5c9cc8-5xjgm,400867328,5,30,5f9c9e019a611ca43cdbcbbe774561fb
acfisc,acfisc-h,acfisc-servicos-gateway,acfisc-servicos-gateway-688cfcb766-x6xt9,405168128,5,30,8da25670164427177a2e6de8854f4534
acfisc,acfisc-h,acfisc-via,acfisc-via-6f8f8bf48f-fgckv,301342720,5,30,a44df125782227ba9fefdcecabad9e48
acfisc,acfisc-d,acfisc-via,acfisc-via-5f56cc4987-w2qpx,316366848,5,30,d546581890acd35ffcb53d86f48afa80
acfisc,acfisc-h,acfisc-via,acfisc-via-6f8f8bf48f-wpj24,316813312,5,30,10e18968d688b3db18457c004f48bfd3
acionagovi,acionagovi-p,aciona-generico,aciona-generico-589f9fd9dc-qhr5f,1475260416,5,30,f1146923375caf04ab32f4e5fb422ea3
acionagovi,acionagovi-d,aciona-generico,aciona-generico-b97d57848-tvbkt,1120890880,5,30,cd0d5eb577b65d7b3c5d87f91ed2221f
acionagovi,acionagovi-h,aciona-generico,aciona-generico-5cb5cf49d6-br7cj,1231011840,5,30,02c1311ebe8f3afa93dd809d8ece02ea
acionagl,acionagl-hom,aciona-gl,aciona-gl-7d6c46f795-v9jkw,801722368,5,30,a665b4307cc4098cff881e61fc74a15a
goviv2,goviv2-acionaglpro,aciona-gl,aciona-gl-7495c848c7-6v7lw,644829184,5,30,9d485afca7afc3952df77fa7a66b5fae
acionagl,acionagl-d,aciona-gl,aciona-gl-c7546776-q7wkw,522178560,5,30,911c1a2ed97db493dc085e55cbf88970
siapa,siapa-des,acomp-autorizacao,acomp-autorizacao-78b78f9d46-rxwzn,1167237120,5,30,b520a00bb40b9abb021b5529e3e526c1
siapa,siapa-hom,acomp-autorizacao,acomp-autorizacao-7bb97d465d-66rnj,1142624256,5,30,f066878444c938335ac5ea3eb47cb256
siapa,siapa-pro,acomp-autorizacao,acomp-autorizacao-9dfc467df-qpsgg,1125240832,5,30,3492dfa5d31375c2079a6a7ae2763dcb
siapa,siapa-pro2,acomp-externo,acomp-externo-74cd9f8788-mbr64,1338064896,5,30,411f3c5a54ef6d22fca76b680f7da83e
siapa,siapa-des2,acomp-externo,acomp-externo-7784f5f797-rvvln,1335070720,5,30,8e2976d92fe136dca71fa23b2a1ecba1
siapa,siapa-hom2,acomp-externo,acomp-externo-56797b677d-47v5t,1337880576,5,30,38bb232968d4ec2bc7d6b701e15fcb35
acompanhai,acompanhai-p,acompanhai-be,acompanhai-be-6dd78cc98f-jstks,56111104,5,30,ccf9783efa5c76d67f4cd41daf7d157c
acompanhai,acompanhai-m,acompanhai-be,acompanhai-be-ff999bcc6-pdkt6,21704704,5,30,6304620efb6e91c259eb89f075396d68
acompanhai,acompanhai-p,acompanhai-fe,acompanhai-fe-cf7949c4d-hsw7v,1781760,5,30,3c9d660898bc722037792ba1459f5078
acompanhai,acompanhai-m,acompanhai-fe,acompanhai-fe-7dfdd69545-74rjj,1757184,5,30,ca3fb5a76adb5f46c8b29b5cec41b743
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-2p5dn,937451520,5,30,d04dc30aa8ee6db9c329f04c38c57f8a
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-v5kv2,913145856,5,30,006f722646eabcee6a289c8db80331bf
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-tvh82,913321984,5,30,fe16de71158d6338ec543a63424e4b45
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-tjnml,923709440,5,30,5f41b559be0bf51e451d536d1f348763
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-pc5vq,989782016,5,30,9010d7009f436c8ffd7493d6b2144943
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-m75wm,906342400,5,30,f480d7ab32d17317f4e9c4036d951824
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-ws6pm,904036352,5,30,109ecb4900a503d58e6b742047826245
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-hw4mf,942469120,5,30,3efa1b7a049a5e9b393b2958027b3908
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-lhpj6,1180663808,5,30,2391ff737882defa4563eed17a772494
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-sjs4l,928256000,5,30,51f775543c12c33d7500b2aaa10ca968
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-rgzh6,1175490560,5,30,40b7dddd1a174cac504a9420d85ca25c
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-jbwvb,928665600,5,30,aebe19ae2a5d84d52bfdc8e9f5aaf37f
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-krkkl,922636288,5,30,3414f88ccf7c3542b57cb973b5157588
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-zlpt4,914350080,5,30,1bb196bab7c7c99a673c1196201718cb
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-t5c7h,1193492480,5,30,c9109681286ac5a5eff92c297337d6dd
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-56m62,910540800,5,30,7faa6b6b91a5a7277e74498d2ffb6658
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-2lvwq,918052864,5,30,dff5e302e2cc219361bb53f0c77979dd
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-rlh8n,908410880,5,30,b9e8675c7e206504590837ad92426f6a
govbrapi,govbrapi-d,acompanhamento,acompanhamento-57978ff6c-xpvvp,950583296,5,30,3dccbc9f683d5d996299ab51eae733fc
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-n82ch,925954048,5,30,5c1f19defdb9d4be98b3ff084698929f
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-vd2sx,1090920448,5,30,dd66b2c03d5ed9d535d0eb653973720f
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-hcnpx,900112384,5,30,46231cc0ebaf5584215ec7ba5aa07322
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-mdwfn,914604032,5,30,59da52abd6af7567a4ed53c1eefeac8e
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-ztz9g,939352064,5,30,300840deb995fc164b51def5cf9f2505
govbrapi,govbrapi-p,acompanhamento,acompanhamento-557b9c57d5-gq4t2,1094422528,5,30,32d06160290bb67cb6214dd9dd42a961
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-mcq2s,898748416,5,30,3b546cf6ebca48f75699b08e59104ec3
govbrapi,govbrapi-h,acompanhamento,acompanhamento-56d7bb6f56-njwbc,937684992,5,30,7e7a4ff5fa842b4bef3a010e76605068
acprog,acprog-d,acprog-frontend,acprog-frontend-8bd578676-97ptz,1757184,5,30,71bc0d9e03b7328629c18be9a91ccdb6
acprog,acprog-h,acprog-frontend,acprog-frontend-b65fc9796-7td9w,1773568,5,30,cb1b8e0cd23865de95e6f8d5720da196
acprog,acprog-p,acprog-frontend,acprog-frontend-55b99b48d7-qvblf,1781760,5,30,74d372c1b85592c22c777685a310e2ca
acprog,acprog-p,acprog-redis,acprog-redis-7676b64986-mp7ds,25948160,5,30,d7e5ec90ec9ede93f72492164398c86b
acprog,acprog-d,acprog-redis,acprog-redis-7bfb496497-nslvl,25493504,5,30,1ab1112436043789568c18ceac5326b3
acprog,acprog-h,acprog-redis,acprog-redis-85f5df854f-7smz9,26488832,5,30,9394ee712d63a1287c4e4b5f0e930f92
acprog,acprog-d,acprog-servicos-externos,acprog-servicos-externos-6644b7d756-htp49,325799936,5,30,e76e2b70c7f234b9e2f395da965729ba
acprog,acprog-h,acprog-servicos-externos,acprog-servicos-externos-7fb4fbbf68-gnqh5,293404672,5,30,f33deaad6cef817c04336725f5a2ece4
portalgia,portalgia-p,activemq,activemq-579b74749-zzhvj,1161404416,5,30,71dfb0b222df8e086e5fae58e7ab8122
portalgia,portalgia-d,activemq,activemq-78f477d46f-qfbnq,1078210560,5,30,4c9276fc10c87ff391341fd7dc7df137
portalgia,portalgia-h,activemq,activemq-795997d765-9ws8c,1103618048,5,30,74cf409b4751f0fdd6dbbebfcd19be8b
credimei,credimei-vld,activemq-artemis,activemq-artemis-6796b6d778-k7t56,1222692864,5,30,f435cc0dda9eb04094ee724a5c9e6ad0
lredesim,lredesim-pro,activemq-artemis,activemq-artemis-f79c9746f-svjkx,1549398016,5,30,5ffbea17bbcc41ed4a1b83d9c85d319d
lredesim,lredesim-des,activemq-artemis,activemq-artemis-79485bc5b7-g7xj7,1436696576,5,30,01ab6e7e3528b5e1f23e61602f9f9da0
credimei,credimei-dsv,activemq-artemis,activemq-artemis-5fc6787464-7vrl8,1097019392,5,30,f2b35417a9302250efce1110dc68506d
cadmei,cadmei-dsv,activemq-artemis,activemq-artemis-7bf4f78dc8-4sd99,1471045632,5,30,7d50b60713cdcc3eada6d177cb1422da
puma,puma-desenv,activemq-artemis,activemq-artemis-7db496887f-ngwbb,1071505408,5,30,0d4f4fd7fa6592edda0e9e2e593346b9
irpf-ppger,irpf-ppger-prod,activemq-artemis,activemq-artemis-65dccf7fd9-4w82r,2073899008,5,30,574cecf34714bedd5870b59af76d5ea8
credimei,credimei-hmg,activemq-artemis,activemq-artemis-657bb88d49-g9xv4,1206902784,5,30,b02d26523fc46c18b8266f7cd05f1fb1
credimei,credimei-prd,activemq-artemis,activemq-artemis-5959b7d6b4-cdzn2,1493417984,5,30,5f14f13dc05a777398da23d9f40dd3e6
cadmei,cadmei-hmg,activemq-artemis,activemq-artemis-58944d7496-zc9qq,1473425408,5,30,bba921d9e29ceb4f71d56feea6e9f3f4
puma,puma-homolog,activemq-artemis,activemq-artemis-8d6c5c855-688wm,1187106816,5,30,fa21df25f277c4a12da24ec881b1114e
cadmei,cadmei-prd,activemq-artemis,activemq-artemis-74b969db9d-kllrj,1607872512,5,30,c84d6c28aa053c9000e49dac407b17ee
consentrfb,consentrfb-prod,activemq-artemis,activemq-artemis-8d8db8465-s696j,1174814720,5,30,29e9990da39d67ed03c38f524ae9c792
lredesim,lredesim-hom,activemq-artemis,activemq-artemis-794658b984-nfxtw,1426227200,5,30,c11cc2f732af9ddbd71da8ca1f38db92
puma,puma-prod,activemq-artemis,activemq-artemis-84774f588f-zkslx,1712046080,5,30,2fecee13667070cee143aee99e74c7e6
irpf-ppger,irpf-ppger-hom,activemq-artemis-nao-prod,activemq-artemis-nao-prod-854fc4b9ff-pqpxs,1604091904,5,30,3fb5605479897cff011a3d7889bdf113
irpf-ppger,irpf-ppger-des,activemq-artemis-nao-prod,activemq-artemis-nao-prod-5677bdf49-4jgct,1568485376,5,30,250e2c88e93b1adab27cb9a28e0d08ab
chatrfb,chatrfb-p,activemq-chatrfb,activemq-chatrfb-6c7bcf4959-4qgx6,1633468416,5,30,b10fb1ddea18b2112204d6a8214144d5
chatrfb,chatrfb-d,activemq-chatrfb,activemq-chatrfb-6d44c555d6-mbdc5,1618776064,5,30,81c2ca8db27abc959663e4f91b7ef65b
chatrfb,chatrfb-rnf,activemq-chatrfb,activemq-chatrfb-5b7b8c7d4f-lt5tb,1257201664,5,30,6c74b8ef5db5653bba7dcbc427322628
chatrfb,chatrfb-h,activemq-chatrfb,activemq-chatrfb-7d4c8c68b5-sl8l6,1464958976,5,30,0e481fbebe2bae06bb97984aae9d67cf
rendavar,rendavar-revarhom,activemq-revar,activemq-revar-659c858b5c-mhns2,1637105664,5,30,87255aeaab0550c89f64c2d2608e3548
rendavar,rendavar-revardes,activemq-revar,activemq-revar-86f84974ff-bwkgl,1680646144,5,30,04a6f69a9878018c6b1332e432e9ea4c
embarqueseguro,embarqueseguro-mon,addon-amnotifier,addon-amnotifier-5b7fddbffb-x5d4k,54943744,5,30,9beda71508558e9187da9bd4ac4cc817
gpms,gpms-p,adesaobancohoras,adesaobancohoras-74445dd887-h2flb,1855488,5,30,ed616238e6292f65f31967755d79b853
gpms,gpms-d,adesaobancohoras,adesaobancohoras-7d7d59b75-l2hdd,1814528,5,30,e82f8d9f9d9546e9d855486a405d3c53
gpms,gpms-d,adesaobancohoras-api,adesaobancohoras-api-6dbc889b87-zsnfx,1086423040,5,30,b69c2d27c997693712fe974878069205
gpms,gpms-p,adesaobancohoras-api,adesaobancohoras-api-bc7f9b98b-sz9c6,1368285184,5,30,520803613d9d65c4d21fbc5632797093
sicdin,sicdin-hom,admappclient,admappclient-f7d6589b7-696mb,82825216,5,30,f920e3b1dce4c3a2a329263f3425b6b2
sicdin,sicdin-dev,admappclient,admappclient-54fdb8676c-88tcj,79544320,5,30,c7ac0884d7d76d68b2985c48b3c88974
sicdin,sicdin-integracao,admappclient,admappclient-5d6547d58-8m9cx,89493504,5,30,6d82c35f3a874cc8e47028078c483b09
vitae,vitae-h,admin,admin-696b4969d4-8lhv8,68825088,5,30,b2bc1912ec81d0168327c67e068ecab5
multinuvem,multinuvem-prod,admin,admin-67cb974455-v8662,3997696,5,30,4675791e774ea66d5063c14478554702
vitae,vitae-d,admin,admin-6d778df667-hzw6k,57999360,5,30,1fb687c92418def5607a31fb5790e2f6
biodata,biodata-h,admin,admin-58bd785945-dfp77,21516288,5,30,a6083414f154c433ec342514f4bd93bb
vitae,vitae-p,admin,admin-58b986d758-2jhnd,78671872,5,30,33b94b8636fec8ee53c397a7065f42db
biodata,biodata-p,admin,admin-666fc86756-d9wpn,24248320,5,30,4cfd74cd0d01cdbbb1754b15bf0e0698
biodata,biodata-d,admin,admin-679f8cc88c-g9bkf,28016640,5,30,d6d62ee37a5ee20bab531f1a677cdd49
vitae,vitae-d,admin-api,admin-api-7b99bbccf7-t9r8c,85536768,5,30,a4f2335f0128e3f8cdc6e1aff8816729
vitae,vitae-h,admin-api,admin-api-7b45895dfb-kcx6m,118145024,5,30,7b8254345e476e4bfb82b99f4ef2e78c
contratos,contratos-des,admin-cli,admin-cli-5df76bfd48-w6v6c,3284992,5,30,288af01a112c246c76acc9ba48c0275b
b-scd,b-scd-hom,admin-cli,admin-cli-6cfbbc4cb7-jln7k,5279744,5,30,d848067a433020ca24ad65daf05813f7
bconsent,bconsent-des,admin-cli,admin-cli-5bd6f8cb4f-h5kg9,851968,5,30,7714c15e9aa148e2a8bc008834409a0b
bcadastros,bcadastros-hom,admin-cli,admin-cli-7988ff4848-9cct9,8876032,5,30,1bebec6cdd64c27c2c69bce1973fde03
bconnect,bconnect-lab,admin-cli,admin-cli-5f6dcf986c-2ksw2,24961024,5,30,4ee777132a62e557b68ecdcace42f22f
bcadastros,bcadastros-prod,admin-cli,admin-cli-57469f6c95-8tz4j,8884224,5,30,b7d1c65793f4f75dd6970e5e291f39b6
portalunico,portalunico-pro,admin-service,admin-service-54858fc95f-8lq68,67502080,5,30,a98f1dafc6583e3e940771ea7088bc6f
portalunico,portalunico-dev,admin-service,admin-service-59b7759cf6-ssjtp,64765952,5,30,edeab7cf7501d777c6359738e469c764
portalunico,portalunico-val,admin-service,admin-service-5544c8db47-426fm,65449984,5,30,e1bd71c6bef67438be2e367f9ba56589
portalunico,portalunico-hom,admin-service,admin-service-7f5d8dc88c-p6rq9,68132864,5,30,16a03e6e498f1cb080b83d7ba7ea7626
ssrrest,ssrrest-pro,adminssrrest,adminssrrest-5c9d76899b-ld4nd,1789952,5,30,e56ea6871069ba5d9a3d2a747f8dc70d
ssrrest,ssrrest-hom,adminssrrest,adminssrrest-68474c5c98-65vjq,1830912,5,30,378a8d3dc4cd7c8d3604c268ad5e778d
ssrrest,ssrrest-des,adminssrrest,adminssrrest-fb4644886-7s96z,1806336,5,30,ae14325a7e42ad11c2b1d901ef315687
sida,sida-d,admtabelas,admtabelas-57bb95986-hkpfz,1822720,5,30,e035c5a54f53abbb0d084220d20b6d6e
sida,sida-p,admtabelas,admtabelas-7d47f4c578-nqtvk,1773568,5,30,8570138e3b68411c3d598165bbd9c9a9
sida,sida-h,admtabelas,admtabelas-598f6c9546-4wk5b,1769472,5,30,d3c1cad7a635c2ebdf67664c2bd4ddd0
sida,sida-h,admtabelas-api,admtabelas-api-d5c785c7c-5j9tq,239349760,5,30,37f4318f43982cd9fe4c87c393ebee81
sida,sida-d,admtabelas-api,admtabelas-api-5dddf55649-j2ww4,213254144,5,30,a5b58781602ca9bbfe13876add94be3a
sida,sida-p,admtabelas-api,admtabelas-api-5b9f45498b-2d7tz,239767552,5,30,1e799801df306fea0deb1f2c8edbd4ef
bconnect,bconnect-prod,aeo,aeo-67bcddd6f-lv59c,79388672,5,30,2bcecaf2db0748d134428922f096fc81
bconnect,bconnect-hom,aeo,aeo-7b5cdb4568-9m89x,155234304,5,30,74152abfb8b5d52c4831f0be8c1a87c6
bconnect,bconnect-lab,aeo,aeo-5b4bb776cf-ct592,149188608,5,30,87095e1643c6cdd2709970266418c079
bconnect,bconnect-des,aeo,aeo-5ffb9f64c7-4ffl8,128249856,5,30,afe1319b9bf1626ed86c94fea21bfd37
ibama-siac,ibama-siac-mon,aertmanager,aertmanager-69b4b67756-kth42,38785024,5,30,f87eccd0c551e426c49d3a86790e9108
gpms,gpms-v,afastamentos,afastamentos-766c945c7f-h8dzm,2220032,5,30,8da244a821244ef2ac1c60ce62a8f24f
gpms,gpms-v,afastamentos-api,afastamentos-api-59b766fb97-76x2n,1692282880,5,30,1168f6903fce8d791e0dad7225a6e1dc
sinespcad,sinespcad-pro,agendador,agendador-89c75759c-gzqr7,352161792,5,30,e47718382ac83efe17d2991c5b8b20f0
sinespcad,sinespcad-hom,agendador,agendador-657c959d56-5w2k5,378372096,5,30,7926a7f5c33d417e177c23b778d7c0c8
sinespcad,sinespcad-des,agendador,agendador-7dc47c7996-9kp4m,387903488,5,30,eabbc2ce987aa40fd41814850365e5b9
irpf-ppger,irpf-ppger-hom,agendador-beat,agendador-beat-68959c67bd-rlrzg,51462144,5,30,7f46f73faa82cc86f6081c49a4440bc6
irpf-ppger,irpf-ppger-des,agendador-beat,agendador-beat-768c9f4966-gdbgx,49881088,5,30,4d5dc90618a161c917408dcb8dcb70ee
irpf-ppger,irpf-ppger-prod,agendador-beat,agendador-beat-6fd57fb76b-gfzjt,47165440,5,30,300a94976e189bd19592eed94298e734
irpf-ppger,irpf-ppger-prod,agendador-worker,agendador-worker-5c7dc49ff9-tczhn,551682048,5,30,b31ded521e41635fd71408abb13250ad
